도면 번호,제목,파일명,파일크기,파일수,일련 번호,첨부파일 다운로드 URL,작성일,변경일
"CD-02-100","콘크리트 빗물받이(일반용, 0.9X0.3)","cd-02-100 콘크리트 빗물받이(일반도, 0.9x0.3).dwg|CD-02-100 콘크리트 빗물받이(일반도, 0.9X0.3).pdf","802671","2","112","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12843|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12844","2013-03-18 15:44:37.0","2013-03-18 15:44:36.0"
"CD-02-101","배수관 날개벽(1)","cd-02-101 배수관날개벽(1).dwg|CD-02-101 배수관날개벽(1).pdf","362808","2","113","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12846|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12847","2013-03-18 15:45:04.0","2013-03-18 15:45:04.0"
"CD-02-102","배수관 날개벽 평면도 치수표","cd-02-102 배수관날개벽 평면도 치수표.dwg|CD-02-102 배수관날개벽 평면도 치수표.pdf","681307","2","114","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12849|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12850","2013-03-18 15:45:56.0","2013-03-18 15:45:56.0"
"CD-02-103","배수관 날개벽(2)","cd-02-103 배수관날개벽(2).dwg|CD-02-103 배수관날개벽(2).pdf","439910","2","115","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12852|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12853","2013-03-18 15:57:42.0","2013-03-18 15:57:41.0"
"CD-02-104","배수관 날개벽 기초 및 날개벽 치수표","cd-02-104 배수관날개벽 기초 및 날개벽 치수표.dwg|CD-02-104 배수관날개벽 기초 및 날개벽 치수표.pdf","588352","2","116","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12855|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12856","2013-03-18 15:58:13.0","2013-03-18 15:58:12.0"
"CD-02-105","수로암거1련(2.0X1.5m, 토피=3.0m)","cd-02-105 수로암거1련(2.0x1.5m,토피 3.0m).dwg|CD-02-105 수로암거1련(2.0X1.5m,토피 3.0m).pdf","891065","2","117","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12864|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12865","2013-03-18 15:59:03.0","2013-03-18 15:59:02.0"
"CD-02-106","수로암거1련(2.0X2.0m, 토피=3.0m)","cd-02-106 수로암거1련(2.0x2.0m,토피 3.0m).dwg|CD-02-106 수로암거1련(2.0X2.0m,토피 3.0m).pdf","901991","2","118","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12870|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12871","2013-03-18 15:59:48.0","2013-03-18 15:59:47.0"
"CD-02-107","수로암거1련(2.5X2.0m, 토피=3.0m)","cd-02-107 수로암거1련(2.5x2.0m,토피 3.0m).dwg|CD-02-107 수로암거1련(2.5X2.0m,토피 3.0m).pdf","967661","2","119","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12876|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12877","2013-03-18 16:00:25.0","2013-03-18 16:00:24.0"
"CD-02-108","수로암거1련(2.5X2.5m, 토피=3.0m)","cd-02-108 수로암거1련(2.5x2.5m,토피 3.0m).dwg|CD-02-108 수로암거1련(2.5X2.5m,토피 3.0m).pdf","967492","2","120","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12882|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12883","2013-03-18 16:01:17.0","2013-03-18 16:01:16.0"
"CD-02-109","암거연결 및 방수(1)","cd-02-109 암거연결및방수(1).dwg|CD-02-109 암거연결및방수(1).pdf","478777","2","121","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12893|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12894","2013-03-18 16:01:57.0","2013-03-18 16:01:57.0"
"CD-02-110","암거연결 및 방수(2)","cd-02-110 암거연결및방수(2).dwg|CD-02-110 암거연결및방수(2).pdf","379682","2","122","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12896|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12897","2013-03-18 16:02:30.0","2013-03-18 16:02:30.0"
"CD-02-111","유출입부","cd-02-111 유출입부.dwg|CD-02-111 유출입부.pdf","382038","2","123","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12910|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12911","2013-03-18 16:03:00.0","2013-03-18 16:02:59.0"
"CD-03-001","오수원형맨홀(D900)","cd-03-001 오수원형맨홀(d900).dwg|CD-03-001 오수원형맨홀(D900).pdf","687967","2","124","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12937|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12938","2013-03-18 16:08:02.0","2013-03-18 16:08:01.0"
"CD-03-002","오수맨홀뚜껑","cd-03-002 오수맨홀뚜껑.dwg|CD-03-002 오수맨홀뚜껑.pdf","483874","2","125","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12943|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12944","2013-03-18 16:09:18.0","2013-03-18 16:09:18.0"
"CD-03-003","CCTV 및 수밀검사","cd-03-003 cctv및수밀검사.dwg|CD-03-003 CCTV및수밀검사.pdf","346331","2","126","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12954|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12955","2013-03-18 16:09:49.0","2013-03-18 16:09:48.0"
"CD-03-004","콘크리트 오수받이","cd-03-004 콘크리트 오수받이.dwg|CD-03-004 콘크리트 오수받이.pdf","402364","2","127","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12965|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12966","2013-03-18 16:10:14.0","2013-03-18 16:10:13.0"
"CD-03-005","PE 오수받이","cd-03-005 pe오수받이.dwg|CD-03-005 PE오수받이.pdf","327996","2","128","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12980|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12981","2013-03-18 16:12:21.0","2013-03-18 16:12:21.0"
"CD-03-006","PE 이중벽관","cd-03-006 pe 이중벽관.dwg|CD-03-006 PE 이중벽관.pdf","456086","2","129","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12983|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12984","2013-03-18 16:12:52.0","2013-03-18 16:12:51.0"
"CD-03-007","철판매입파형관","cd-03-007 철판매입파형관.dwg|CD-03-007 철판매입파형관.pdf","1213931","2","130","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12989|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12990","2013-03-18 16:13:39.0","2013-03-18 16:13:38.0"
"CD-03-008","PVC이중벽관(1)","cd-03-008 pvc 이중벽관(1).dwg|CD-03-008 PVC 이중벽관(1).pdf","786333","2","131","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12995|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12996","2013-03-18 16:14:12.0","2013-03-18 16:14:11.0"
"CD-03-009","PVC이중벽관(2)","cd-03-009 pvc 이중벽관(2).dwg|CD-03-009 PVC 이중벽관(2).pdf","753143","2","132","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12998|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_12999","2013-03-18 16:14:36.0","2013-03-18 16:14:35.0"
"CD-03-010","오수관 표시 비닐테이프, 보호 콘크리트","cd-03-010 오수관표시비닐테이프,보호콘크리트.dwg|CD-03-010 오수관표시비닐테이프,보호콘크리트.pdf","355477","2","133","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13004|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13005","2013-03-18 16:15:03.0","2013-03-18 16:15:03.0"
"CD-04-001","주철재 맨홀뚜껑 및 틀","cd-04-001 주철재맨홀뚜껑및틀.dwg|CD-04-001 주철재맨홀뚜껑및틀.pdf","445342","2","134","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13243|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13244","2013-03-18 16:41:13.0","2013-03-18 16:41:13.0"
"CD-04-002","급수간선 인입분기 배관(1)","cd-04-002 급수간선인입분기배관(1).dwg|CD-04-002 급수간선인입분기배관(1).pdf","548484","2","135","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13245|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13246","2013-03-18 16:41:35.0","2013-03-18 16:41:35.0"
"CD-04-003","급수간선 인입분기 배관(2)","cd-04-003 급수간선인입분기배관(2).dwg|CD-04-003 급수간선인입분기배관(2).pdf","534383","2","136","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13247|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13248","2013-03-18 16:41:55.0","2013-03-18 16:41:54.0"
"CD-04-004","급수간선 인입분기 배관(3)","cd-04-004 급수간선인입분기배관(3).dwg|CD-04-004 급수간선인입분기배관(3).pdf","492324","2","137","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13392|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13393","2013-03-18 17:04:14.0","2013-03-18 17:04:13.0"
"CD-04-005","급수관 매설 및 구조물 인입시공","cd-04-005 급수관매설및구조물인입시공.dwg|CD-04-005 급수관매설및구조물인입시공.pdf","344487","2","138","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13395|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13396","2013-03-18 17:04:58.0","2013-03-18 17:04:56.0"
"CD-04-006","분기관 표식설치","cd-04-006 분기관표식설치.dwg|CD-04-006 분기관표식설치.pdf","458942","2","139","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13407|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13408","2013-03-18 17:10:16.0","2013-03-18 17:10:15.0"
"CD-04-007","이형관 보호공(1)","cd-04-007 이형관보호공(1).dwg|CD-04-007 이형관보호공(1).pdf","383198","2","140","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13410|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13411","2013-03-18 17:11:08.0","2013-03-18 17:11:08.0"
"CD-04-008","이형관 보호공(2)","cd-04-008 이형관보호공(2).dwg|CD-04-008 이형관보호공(2).pdf","850853","2","141","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13413|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13414","2013-03-18 17:11:57.0","2013-03-18 17:11:56.0"
"CD-04-009","제수변 보호박스(0.9X0.9X0.4)","cd-04-009 제수변보호박스(0.9x0.9x0.4).dwg|CD-04-009 제수변보호박스(0.9X0.9X0.4).pdf","478677","2","142","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13416|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13417","2013-03-18 17:13:01.0","2013-03-18 17:13:00.0"
"CD-04-010","제수변 보호박스(0.9X0.9X0.9)","cd-04-010 제수변보호박스(0.9x0.9x0.9).dwg|CD-04-010 제수변보호박스(0.9X0.9X0.9).pdf","484935","2","143","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13423|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13424","2013-03-18 17:13:55.0","2013-03-18 17:13:54.0"
"CD-04-011","제수변 보호박스(0.9X1.5X1.5)","cd-04-011 제수변보호박스(0.9x1.5x1.5).dwg|CD-04-011 제수변보호박스(0.9X1.5X1.5).pdf","494266","2","144","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13429|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13430","2013-03-18 17:14:41.0","2013-03-18 17:14:40.0"
"CD-04-012","제수변 보호박스(1.2X1.2X1.5)","cd-04-012 제수변보호박스(1.2x1.2x1.5).dwg|CD-04-012 제수변보호박스(1.2X1.2X1.5).pdf","480601","2","145","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13467|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13468","2013-03-18 17:17:12.0","2013-03-18 17:17:12.0"
"CD-04-013","제수변 보호박스(1.5X2.1X1.5)","cd-04-013 제수변보호박스(1.5x2.1x1.5).dwg|CD-04-013 제수변보호박스(1.5X2.1X1.5).pdf","511818","2","146","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13491|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13492","2013-03-18 17:18:07.0","2013-03-18 17:18:06.0"
"CD-04-014","제수변 보호박스(1.8X2.5X1.5)","cd-04-014 제수변보호박스(1.8x2.5x1.5).dwg|CD-04-014 제수변보호박스(1.8X2.5X1.5).pdf","496295","2","147","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13529|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13530","2013-03-18 17:19:08.0","2013-03-18 17:19:07.0"
"CD-04-015","제수변 보호통(1)","cd-04-015 제수변보호통(1).dwg|CD-04-015 제수변보호통(1).pdf","515184","2","148","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13551|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13552","2013-03-18 17:20:02.0","2013-03-18 17:20:01.0"
"CD-04-016","제수변 보호통(2)","cd-04-016 제수변보호통(2).dwg|CD-04-016 제수변보호통(2).pdf","496377","2","149","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13591|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13592","2013-03-18 17:21:45.0","2013-03-18 17:21:44.0"
"CD-04-017","제수변","cd-04-017 제수변.dwg|CD-04-017 제수변.pdf","557792","2","150","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13597|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13598","2013-03-18 17:22:32.0","2013-03-18 17:22:31.0"
"CD-04-022 ","고가물탱크(30-60톤) h 8.0m(2)","CD-04-022 고가물탱크(30-60톤) h 8.0m(2).dwg|CD-04-022 고가물탱크(30-60톤) h 8.0m(2).pdf","324818","2"," 155 ","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_2886223|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_2886224","2016-04-28 10:53:32.0","2016-04-28 10:53:31.0"
"CD-04-024 ","고가물탱크(10-30톤) h 8.0m(1)","CD-04-024 고가물탱크(10-30톤) h 8.0m(1).dwg|CD-04-024 고가물탱크(10-30톤) h 8.0m(1).pdf","387494","2","157 ","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_2886359|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_2886360","2016-04-28 11:17:24.0","2016-04-28 11:17:24.0"
"CD-04-026","사다리 설치","cd-04-026 사다리설치.dwg|CD-04-026 사다리설치.pdf","591599","2","159","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13654|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13655","2013-03-18 17:34:06.0","2013-03-18 17:34:06.0"
"CD-04-027","조립식 물탱크 기조","cd-04-027 조립식물탱크기초.dwg|CD-04-027 조립식물탱크기초.pdf","391235","2","160","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13657|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13658","2013-03-18 17:34:57.0","2013-03-18 17:34:57.0"
"CD-04-028","퇴수변실","cd-04-028 퇴수변실.dwg|CD-04-028 퇴수변실.pdf","572354","2","161","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13666|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13667","2013-03-18 17:35:54.0","2013-03-18 17:35:53.0"
"CD-04-029","감압변실(1)","cd-04-029 감압변실(1).dwg|CD-04-029 감압변실(1).pdf","640331","2","162","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13672|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13673","2013-03-18 17:36:44.0","2013-03-18 17:36:44.0"
"CD-04-030","감압변실(2)","cd-04-030 감압변실(2).dwg|CD-04-030 감압변실(2).pdf","878480","2","163","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13681|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13682","2013-03-18 17:37:40.0","2013-03-18 17:37:40.0"
"CD-04-031","공기변실(1.2x1.2)","cd-04-031 공기변실(1.2x1.2).dwg|CD-04-031 공기변실(1.2x1.2).pdf","694243","2","164","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13687|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13688","2013-03-18 17:38:32.0","2013-03-18 17:38:31.0"
"CD-04-032","소화전(지상식)","cd-04-032 소화전(지상식).dwg|CD-04-032 소화전(지상식).pdf","318109","2","165","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13694|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13695","2013-03-18 17:39:13.0","2013-03-18 17:39:12.0"
"CD-05-001","도로횡단 구성도","cd-05-001 도로횡단구성도.dwg|CD-05-001 도로횡단구성도.pdf","887634","2","166","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13774|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13775","2013-03-18 17:48:58.0","2013-03-18 17:48:57.0"
"CD-05-002","도로표준 횡단면도(편도3차선)","cd-05-002 도로표준횡단면도(편도3차선).dwg|CD-05-002 도로표준횡단면도(편도3차선).pdf","727868","2","167","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13796|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13797","2013-03-18 17:49:40.0","2013-03-18 17:49:40.0"
"CD-05-003","도로표준 횡단면도(편도2차선)","cd-05-003 도로표준횡단면도(편도2차선).dwg|CD-05-003 도로표준횡단면도(편도2차선).pdf","510427","2","168","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13803|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13804","2013-03-18 17:50:05.0","2013-03-18 17:50:05.0"
"CD-05-004","도로표준 횡단면도(편도1차선)","cd-05-004 도로표준횡단면도(편도1차선).dwg|CD-05-004 도로표준횡단면도(편도1차선).pdf","517178","2","169","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13808|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13810","2013-03-18 17:50:33.0","2013-03-18 17:50:32.0"
"CD-05-005","도로가각처리","cd-05-005 도로가각처리.dwg|CD-05-005 도로가각처리.pdf","510114","2","170","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13829|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13830","2013-03-18 17:51:04.0","2013-03-18 17:51:03.0"
"CD-05-006","도로 지하 매설물","cd-05-006 도로지하매설물.dwg|CD-05-006 도로지하매설물.pdf","363265","2","171","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13858|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13859","2013-03-18 17:53:19.0","2013-03-18 17:53:19.0"
"CD-05-007","도로변 토공정리 및 보호판(APRON)","cd-05-007 도로변토공정리및보호판(apron).dwg|CD-05-007 도로변토공정리및보호판(APRON).pdf","318762","2","172","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13908|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13909","2013-03-18 18:56:09.0","2013-03-18 18:56:09.0"
"CD-05-008","암반구간 포장단면","cd-05-008 암반구간포장단면.dwg|CD-05-008 암반구간포장단면.pdf","592987","2","173","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13914|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13915","2013-03-18 18:56:40.0","2013-03-18 18:56:39.0"
"CD-05-009","도로 포장단면(아스팔트 콘크리트 포장)","cd-05-009 도로포장단면(아스팔트콘크리트포장).dwg|CD-05-009 도로포장단면(아스팔트콘크리트포장).pdf","473421","2","174","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13919|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13920","2013-03-18 18:58:27.0","2013-03-18 18:58:26.0"
"CD-05-010","도로 포장단면(시멘트 콘크리트 포장)","cd-05-010 도로포장단면(시멘트콘크리트포장).dwg|cd-05-010 도로포장단면(시멘트콘크리트포장)-Model.pdf","726832","2","175","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_4845131|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_4845166","2017-08-16 17:39:01.0","2017-08-16 17:39:01.0"
"CD-05-011","영내도로 포장(콘크리트 포장)","cd-05-011 영내도로 포장(콘크리트포장).dwg|cd-05-011 영내도로 포장(콘크리트포장)-Model.pdf","584976","2","176","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_4845126|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_4845161","2017-08-16 17:38:15.0","2017-08-16 17:38:15.0"
"CD-05-012","콘크리트 포장줄눈(1)","cd-05-012 콘크리트포장줄눈(1).dwg|CD-05-012 콘크리트포장줄눈(1).pdf","482178","2","177","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13931|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13932","2013-03-18 19:00:13.0","2013-03-18 19:00:12.0"
"CD-05-013","콘크리트 포장줄눈(2)","cd-05-013 콘크리트포장줄눈(2).dwg|CD-05-013 콘크리트포장줄눈(2).pdf","350931","2","178","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13934|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13935","2013-03-18 19:00:42.0","2013-03-18 19:00:41.0"
"CD-05-014","경계블럭 및 L형측구(직각형)","cd-05-014 경계블럭및l형측구(직각형).dwg|CD-05-014 경계블럭및L형측구(직각형).pdf","778090","2","179","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13937|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13938","2013-03-18 19:01:17.0","2013-03-18 19:01:17.0"
"CD-05-015","경계블럭 및 L형측구(경사형)","cd-05-015 경계블럭및l형측구(경사형).dwg|CD-05-015 경계블럭및L형측구(경사형).pdf","801882","2","180","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13940|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13941","2013-03-18 19:01:49.0","2013-03-18 19:01:49.0"
"CD-05-016","경계블럭 및 L형측구(일체형, 직각형)","cd-05-016 경계블럭및l형측구(일체형, 직각형).dwg|CD-05-016 경계블럭및L형측구(일체형, 직각형).pdf","714878","2","181","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13943|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13944","2013-03-18 19:02:28.0","2013-03-18 19:02:27.0"
"CD-05-017","경계블럭 및 L형측구(일체형, 경사형)","cd-05-017 경계블럭및l형측구(일체형, 경사형).dwg|CD-05-017 경계블럭및L형측구(일체형, 경사형).pdf","732352","2","182","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13952|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13953","2013-03-18 19:03:06.0","2013-03-18 19:03:06.0"
"CD-05-018","보도 및 경계블럭 낯춤시공","cd-05-018 보도및경계블럭낮춤시공.dwg|CD-05-018 보도및경계블럭낮춤시공.pdf","343187","2","166","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13958|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13959","2013-03-18 19:03:43.0","2013-03-18 19:03:42.0"
"CD-05-020","보도포장 단면(1)","cd-05-020 보도포장단면(1).dwg|CD-05-020 보도포장단면(1).pdf","514327","2","185","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13979|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13980","2013-03-18 19:07:12.0","2013-03-18 19:07:12.0"
"CD-05-021","보도포장 단면(2)","cd-05-021 보도포장단면(2).dwg|CD-05-021 보도포장단면(2).pdf","499183","2","186","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13982|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13983","2013-03-18 19:08:13.0","2013-03-18 19:08:13.0"
"CD-05-022","보, 차혼용 도로포장 단면(1)","cd-05-022 보,차혼용도포장단면(1).dwg|CD-05-022 보,차혼용도포장단면(1).pdf","440729","2","187","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13985|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13986","2013-03-18 19:09:01.0","2013-03-18 19:09:00.0"
"CD-05-023","보, 차혼용 도로포장 단면(2)","cd-05-023 보,차혼용도포장단면(2).dwg|CD-05-023 보,차혼용도포장단면(2).pdf","522563","2","188","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13997|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_13998","2013-03-18 19:10:51.0","2013-03-18 19:10:50.0"
"CD-05-024","도로포장 단면(1)","cd-05-024 도로포장단면(1).dwg","360642","1","189","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_14006","2013-03-18 19:12:28.0","2013-03-18 19:12:27.0"
"CD-05-025","도로포장 단면(2)","cd-05-025 도로포장단면(2).dwg|CD-05-025 도로포장단면(2).pdf","452951","2","190","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_14011|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_14012","2013-03-18 19:13:27.0","2013-03-18 19:13:26.0"
"CD-05-026","소형고압블럭","cd-05-026 소형고압블럭.dwg|CD-05-026 소형고압블럭.pdf","839394","2","191","http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_14014|http://www.dia.mil.kr/common/downLoad.action?siteId=dia&fileSeq=I_14015","2013-03-18 19:14:03.0","2013-03-18 19:14:03.0"
